3244,0.1164240292
3245,0.2086049274
3246,0.2596981897
3247,0.026332057
3248,0.0924969286
3249,0.0388644563
3250,0.023181401
3251,0.030172476
2220,0.3517017647
2221,0.0365029454
2222,0.024892312
2223,0.0679461532
2224,0.0525742786
2225,0.2026753915
2226,0.0188926418
2227,0.0455635578
1203,0.0052557289
1204,0.0280521225
1205,0.0490861246
1206,0.0088956029
1207,0.031010089
1208,0.0039610614
1209,0.0559989694
1210,0.100364564
162,0.0261865226
163,0.003525342
164,0.0033954473
165,0.0696359557
166,0.0332011214
167,0.0230227048
168,0.0187260547
169,0.0269071578
2714,0.0058300145
2715,0.0144535851
2716,0.0465844364
2717,0.0794090261
2718,0.0229754231
2719,0.0895179126
2720,0.0392514168
2721,0.0098289314
1692,0.0492769518
1693,0.0053917605
1694,0.0156226462
1695,0.0077640196
1696,0.0408053889
1697,0.0329183359
1698,0.0611360378
1699,0.0368548208
660,0.0443652821
661,0.0320760498
662,0.0064625377
663,0.0028951084
664,0.0050197786
665,0.0138387035
666,0.0073719114
667,0.0136736701
3204,0.0380743447
3205,0.1815612267
3206,0.0805655735
3207,0.1200922112
3208,0.0193048922
3209,0.0091969186
3210,0.0071064795
3211,0.1155327556
2180,0.0081769431
2181,0.0213348342
2182,0.0225551565
2183,0.0269396329
2184,0.0157195847
2185,0.0215574016
2186,0.0301409143
2187,0.0036262167
1163,0.0563545547
1164,0.3301389667
1165,0.0103437044
1166,0.0400308262
1167,0.1446231831
1168,0.0282259576
1169,0.0317249618
1170,0.0451463936
122,0.0037987478
123,0.0318273447
124,0.0650969517
125,0.073916467
126,0.0588904298
127,0.0232532752
128,0.0037158173
129,0.0031647423
2674,0.0415397546
2675,0.0586205529
2676,0.0215929567
2677,0.0663029267
2678,0.0042859512
2679,0.03066272
2680,0.0285056964
2681,0.0069573864
1652,0.0416383318
1653,0.0242059763
1654,0.0058026099
1655,0.0248879821
1656,0.0283273257
1657,0.037949889
1658,0.0282401623
1659,0.0341452594
618,0.0185437769
619,0.0143292712
620,0.0058557555
621,0.2109129499
622,0.0525562874
623,0.0077614022
624,0.0052299575
625,0.0493397492
3164,0.0168618799
3165,0.027554632
3166,0.1009082556
3167,0.0233557614
3168,0.0171705673
3169,0.0274637987
3170,0.0093264944
3171,0.026132409
2140,0.0316348444
2141,0.0881041833
2142,0.0577454213
2143,0.0320355444
2144,0.0840974414
2145,0.0589414622
2146,0.0823300783
2147,0.0059321815
1121,0.0075193195
1122,0.0036482244
1123,0.0050875318
1124,0.0035954174
1125,0.0041697635
1126,0.003052828
1127,0.0033323533
1128,0.0077124278
1129,0.0031664022
81,0.0284106712
82,0.0323144524
83,0.0251009931
84,0.0169018304
85,0.0041371268
86,0.0052652934
87,0.0631673042
88,0.0269873412
2634,0.037722696
2635,0.0437534583
2636,0.0157675156
2637,0.0232094513
2638,0.0432709553
2639,0.0104523532
2640,0.0059869353
2641,0.0281123323
1612,0.0270360232
1613,0.0372107928
1614,0.0076103712
1615,0.0363151704
1616,0.0238424422
1617,0.0218387556
1618,0.0326980563
1619,0.063617965
577,0.0059318524
578,0.004131442
579,0.0039001365
580,0.522316597
581,0.4939101748
582,0.0251778016
583,0.0276345191
584,0.0046884609
3124,0.0283476002
3125,0.0205235673
3126,0.0313251249
3127,0.0062389628
3128,0.0505926547
3129,0.0479889896
3130,0.0409624308
3131,0.0811782229
2100,0.0065853709
2101,0.0063383545
2102,0.0234868477
2103,0.0134204836
2104,0.0055648361
2105,0.0756383584
2106,0.0555448226
2107,0.0423457198
1079,0.1212123027
1080,0.0304992454
1081,0.166618961
1082,0.0478424223
1083,0.0041122977
1084,0.0356736095
1085,0.0375720998
1086,0.1078879283
41,0.0040403606
42,0.0330728759
43,0.0528681561
44,0.1089236373
45,0.0222354191
46,0.0204713334
47,0.032299836
48,0.2448403821
2594,0.0060081297
2595,0.0212842324
2596,0.0583124509
2597,0.0635949165
2598,0.0026652099
2599,0.0774551174
2600,0.0557808713
2601,0.1399081995
1572,0.0299674725
1573,0.066652253
1574,0.0186933173
1575,0.0190268896
1576,0.0253291232
1577,0.0211332185
1578,0.0297123771
1579,0.0226524464
535,0.0112899385
536,0.0292501692
537,0.0115025222
538,0.0038087783
539,0.280530888
540,0.3928141852
541,0.0322883522
542,0.0139992634
3084,0.0054069695
3085,0.0289166759
3086,0.0055035988
3087,0.0273520362
3088,0.0263092935
3089,0.029306237
3090,0.0357774196
3091,0.018058384
2060,0.0061317948
2061,0.1360240203
2062,0.0212521076
2063,0.0476633419
2064,0.0697835231
2065,0.0594787192
2066,0.0301011134
2067,0.0333877961
1039,0.016265337
1040,0.0262247229
1041,0.0677856264
1042,0.202096649
1043,0.0135118503
1044,0.0376136446
1045,0.0677606568
1046,0.0031285348
1,0.0445396491
2,0.0145969103
3,0.0246043371
4,0.0320856356
5,0.041248535
6,0.0045821541
7,0.0396429795
8,0.048738682
2554,0.023087909
2555,0.3123964123
2556,0.0378353916
2557,0.0047830327
2558,0.0322730132
2559,0.0046854578
2560,0.053707363
2561,0.0304315037
1532,0.097459123
1533,0.0224427218
1534,0.0434047472
1535,0.0679891004
1536,0.025272363
1537,0.0042018401
1538,0.0130590497
1539,0.0155814733
493,0.0040940746
494,0.0049237361
495,0.0432455168
496,0.0429960288
497,0.0032337987
498,0.0030994108
499,0.0202441512
500,0.0045216567
501,0.0035134425
