00167;1122;39;39;32;39;38;58;118;86;122;74;93;65;70;63;55;34;47;30;15;5;1;425;540;892;123;32;21;1;20;11;20;2;23;9;1;20;7;7;7;0;0;66;2;15;2;12;1;2;1;3;7;5;1;1;13;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;453;415;0;43;54;25;84;180;276;435;121
00168;1013;24;49;45;52;34;33;73;32;76;65;80;59;70;57;70;62;58;42;28;4;1;364;492;879;27;7;20;0;20;4;20;0;20;2;0;20;3;7;0;0;3;8;1;0;0;0;2;0;0;1;0;1;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;329;436;0;15;76;25;30;98;290;393;177
00169;1430;44;36;34;68;63;63;106;67;102;100;123;88;96;72;88;72;90;73;34;12;0;587;686;1238;85;59;20;48;22;0;20;4;20;4;0;20;8;7;6;2;0;18;0;0;1;5;0;0;3;3;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;571;494;9;54;145;43;180;231;721;89;166
02714;339;1;8;1;21;9;8;35;5;36;19;42;8;37;20;43;13;19;10;5;0;0;97;85;231;1;1;20;0;20;0;20;1;20;0;0;20;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;82;5;0;23;25;35;110;127;12;30
02715;835;21;24;9;38;24;35;86;55;53;20;61;53;140;77;73;30;23;10;2;1;1;326;352;713;15;5;20;1;20;1;20;3;20;0;0;20;3;7;2;0;0;4;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;195;391;9;9;74;25;72;208;341;128;62
02716;2364;347;165;73;63;40;82;419;511;302;123;93;20;56;26;37;4;3;1;0;0;0;1128;1079;2171;86;20;20;0;21;7;23;0;20;6;0;20;6;7;6;0;0;34;0;0;1;16;2;0;4;5;2;0;0;3;25;23;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1312;835;26;21;13;25;30;105;1200;596;408
02717;2631;175;223;157;170;152;150;202;299;261;244;196;131;120;36;53;24;29;4;6;0;0;1264;1210;2284;240;64;20;5;25;4;27;3;20;39;0;20;58;7;43;13;0;92;10;15;1;30;2;2;9;0;4;10;0;2;26;19;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1121;1086;47;59;160;84;173;301;1423;108;542
02718;961;22;30;18;47;33;40;93;52;66;60;79;61;109;74;70;42;42;16;7;1;0;360;444;774;80;23;20;1;21;0;20;0;21;20;0;20;3;7;3;0;0;49;0;7;0;4;2;0;11;19;0;2;2;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;369;20;27;51;25;131;166;357;116;166
02719;2811;239;303;198;161;84;92;191;364;420;270;187;72;73;39;64;28;14;10;2;1;0;1361;1293;2574;130;74;22;1;25;11;25;1;23;44;0;20;15;7;14;0;0;37;3;1;3;3;2;5;2;1;1;2;1;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1213;1327;2;80;32;27;75;187;1335;434;752
02720;1302;63;55;46;68;69;80;116;84;109;96;105;57;77;58;81;49;56;24;8;2;0;559;586;1027;168;58;20;13;20;2;21;2;20;40;4;20;27;9;12;4;5;72;0;2;0;1;2;0;31;3;15;4;3;0;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;375;615;35;49;71;60;277;299;527;42;96
02721;457;3;9;10;30;7;17;44;9;42;24;48;14;42;27;56;22;30;15;7;2;0;152;148;322;28;20;20;0;20;0;20;0;20;19;0;20;6;7;6;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;87;169;10;5;29;34;91;120;142;21;48
01692;1604;69;58;63;71;72;87;174;140;139;89;111;68;134;120;85;57;43;18;6;0;1;697;750;1263;234;64;20;11;20;3;26;1;23;40;1;33;59;7;42;10;1;84;3;0;1;13;2;2;21;0;17;9;0;2;13;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;539;735;14;47;112;152;260;285;551;101;255
01693;313;1;8;5;24;5;5;33;8;36;9;40;6;37;13;43;17;8;11;4;1;0;83;73;202;4;4;20;0;20;0;20;4;20;0;0;20;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;90;0;5;14;25;54;99;88;12;35
01694;870;11;17;17;53;42;44;67;41;60;60;85;49;68;55;72;45;39;29;15;2;0;376;337;750;13;10;20;8;20;0;20;0;20;2;0;20;2;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;276;379;0;10;48;39;96;314;327;16;77
01695;428;1;10;4;34;12;11;37;17;38;21;59;21;34;19;46;25;25;8;7;0;0;137;134;313;8;7;20;0;20;0;20;3;20;4;0;20;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;155;0;0;34;34;58;115;156;21;44
01696;1387;65;67;46;51;65;81;146;134;122;92;110;54;119;74;64;38;37;14;8;1;0;600;630;1054;226;81;20;13;22;2;28;15;20;37;1;29;57;7;47;4;0;57;4;11;2;8;2;0;8;1;15;4;0;0;21;21;0;0;1;0;0;0;0;0;0;0;;;1;2;0;0;0;0;0;0;0;0;10;723;396;0;32;79;78;178;346;505;102;178
01697;1226;48;52;42;69;61;50;106;86;114;84;109;36;73;47;97;69;57;17;8;2;0;525;544;944;175;62;20;23;20;1;28;0;20;30;0;20;23;7;13;1;0;63;1;7;0;8;0;1;16;11;14;4;0;1;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;460;471;11;33;94;36;178;144;633;128;107
01698;1611;73;69;55;90;83;80;146;125;142;134;153;80;76;73;92;71;38;18;11;3;0;695;759;1089;415;75;20;10;21;1;22;2;20;58;0;53;98;7;70;20;0;168;1;17;3;21;7;4;34;13;14;49;2;2;24;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;50;402;820;0;77;155;102;237;351;538;206;178
01699;1535;43;49;34;53;43;108;195;129;133;103;115;107;120;85;76;53;43;31;13;3;0;627;751;1258;170;59;22;0;23;17;29;2;24;15;2;25;7;8;4;0;0;79;3;8;5;2;2;1;9;4;13;16;0;1;16;8;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;3;1;0;0;0;9;684;443;16;80;155;41;67;125;573;598;131
00660;2194;197;264;145;91;66;87;205;370;289;165;110;43;67;32;41;7;9;5;2;0;0;1036;1001;2021;66;19;21;0;22;5;20;0;22;8;1;20;0;7;0;0;0;29;6;1;6;4;7;0;0;0;2;0;0;0;17;17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;930;1002;0;92;13;25;50;163;821;373;762
00661;1714;82;84;101;134;103;81;109;93;128;151;193;169;111;66;65;25;13;2;5;0;0;789;768;1563;44;18;21;2;20;0;26;5;20;4;0;21;8;7;8;0;0;14;0;0;0;1;4;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;700;769;19;28;42;34;67;129;729;450;305
00662;377;11;16;7;33;14;19;48;18;45;18;51;13;33;7;29;6;4;4;2;0;0;118;102;266;4;3;20;3;20;0;20;0;20;0;0;20;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;102;0;5;16;30;56;86;127;22;56
00663;172;0;7;1;21;0;0;31;1;25;1;31;2;25;1;25;0;1;0;0;1;0;10;5;65;0;0;20;0;20;0;20;0;20;0;0;20;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;25;31;48;32;9;27
00664;292;0;7;0;22;2;1;33;2;30;15;40;9;35;8;40;16;16;10;5;2;0;79;56;181;4;0;20;0;20;0;20;0;20;0;0;20;1;7;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;40;80;0;0;15;25;35;80;105;17;30
00665;772;14;24;23;38;33;45;76;32;66;58;90;46;67;21;51;25;31;22;9;2;0;319;296;650;15;6;20;0;21;0;20;3;20;2;0;22;5;7;5;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;269;274;15;10;46;30;55;167;376;63;81
00666;381;8;12;6;34;10;15;43;20;49;26;41;10;32;7;37;9;13;8;1;1;0;132;92;247;27;23;20;7;20;0;23;0;20;13;0;20;0;7;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;108;4;4;13;29;64;88;107;37;55
00667;695;21;35;14;39;22;39;64;56;70;33;83;40;54;30;47;19;11;14;4;1;0;288;250;556;32;17;21;0;20;1;21;0;27;6;0;20;6;7;6;0;0;9;0;0;0;4;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;226;246;10;25;30;30;60;96;274;139;96
03204;1306;41;48;47;62;44;71;118;87;110;82;107;51;54;64;91;99;91;27;11;2;0;529;620;1006;193;52;20;5;22;4;21;3;20;35;0;20;4;7;4;0;0;118;1;22;7;11;2;0;21;2;35;10;0;0;14;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;641;391;23;11;83;33;76;273;550;190;185
03205;4622;311;260;195;181;195;257;426;455;403;360;342;315;255;186;140;109;119;77;29;8;1;2245;2220;4014;501;95;24;1;21;1;26;16;23;64;0;20;319;106;193;2;2;52;1;1;4;3;5;1;1;6;5;23;1;0;27;2;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2226;1861;72;64;242;110;257;584;2484;444;743
03206;1732;75;67;85;89;71;71;149;144;173;143;125;90;93;75;118;77;56;25;7;0;0;726;849;1295;330;107;20;10;20;2;27;4;20;84;0;28;52;8;45;4;0;132;0;12;3;33;6;5;36;4;8;13;0;5;26;21;4;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;13;657;682;30;60;145;50;266;251;707;203;256
03207;2980;147;158;108;123;129;158;316;348;354;299;223;127;108;100;111;76;47;31;16;2;0;1307;1516;2375;498;120;26;7;26;6;32;10;24;62;0;28;32;7;18;0;1;194;2;28;18;16;8;2;36;8;34;6;1;13;142;116;1;0;;0;0;0;1;0;0;0;1;1;0;0;0;0;0;4;0;0;0;0;10;1729;905;0;125;64;25;42;198;1368;924;423
03208;977;36;31;21;49;34;41;89;66;88;56;85;62;72;31;58;45;64;35;10;5;0;356;464;772;98;24;20;4;23;7;20;0;22;7;4;21;9;7;8;0;0;50;0;0;1;2;3;0;18;3;9;10;0;1;8;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;341;256;0;33;190;51;103;171;230;305;118
03209;476;12;23;17;36;15;17;49;25;49;29;54;18;37;16;39;12;14;10;3;2;0;164;155;324;46;13;20;1;21;1;21;1;21;8;0;21;20;7;20;0;0;8;0;0;1;1;0;0;1;0;1;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;129;164;0;8;18;35;52;108;177;31;74
03210;382;7;17;9;24;5;14;42;11;41;11;48;10;28;19;41;21;22;7;5;1;0;120;105;267;8;7;20;0;20;0;20;0;20;7;0;20;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;115;0;14;24;45;94;84;98;12;49
03211;2011;80;166;163;169;78;58;129;165;282;281;181;64;68;28;42;25;24;8;1;0;0;931;923;1755;149;131;20;0;20;2;20;4;20;124;0;20;2;7;1;0;0;13;1;1;0;1;1;0;4;1;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;893;869;10;48;34;25;78;170;984;219;535
02180;473;5;14;10;27;10;15;45;28;46;25;48;19;48;29;52;17;16;11;6;2;1;174;142;363;3;1;20;1;20;0;20;0;20;0;0;20;0;7;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;155;5;0;35;30;70;134;173;17;50
02181;1127;32;43;23;64;26;39;75;73;91;82;102;59;84;76;78;61;62;38;12;7;1;424;546;978;42;13;21;3;21;1;22;0;21;1;0;23;0;7;0;0;0;18;0;2;1;1;0;7;0;0;0;7;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;429;449;0;26;66;25;45;111;469;344;132
02182;1111;27;40;40;57;36;44;82;82;87;78;95;66;92;73;90;48;41;22;9;2;1;459;495;954;50;21;20;9;20;1;20;2;20;9;0;20;14;12;9;0;0;11;0;0;1;4;0;0;1;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;406;49;29;132;59;127;157;532;99;137
02183;1291;40;56;48;62;49;72;115;72;103;93;112;47;103;73;79;58;63;34;12;1;0;539;595;1092;92;38;20;20;21;1;23;2;20;9;1;23;6;7;0;0;5;35;4;0;4;13;2;0;4;0;0;6;0;1;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;5;520;458;0;16;140;41;124;222;566;132;207
02184;889;26;38;21;45;37;25;66;40;76;65;89;47;60;50;84;38;27;41;10;5;0;340;392;765;17;7;20;3;20;1;20;1;21;1;0;20;0;7;0;0;0;8;0;0;2;2;0;0;1;0;3;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;349;0;87;53;25;40;143;249;383;49
02185;1053;82;87;72;83;39;46;115;69;92;56;64;44;42;23;49;40;18;22;9;2;0;428;468;862;84;32;20;23;20;0;20;0;20;9;0;20;43;7;41;0;0;9;0;0;0;1;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;385;39;0;71;41;116;399;221;23;253
02186;1342;67;84;78;93;67;63;89;87;132;90;118;87;89;82;56;32;15;8;6;0;0;614;571;997;238;35;22;0;20;9;20;3;26;13;0;21;184;7;182;0;1;14;1;5;0;1;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;567;540;7;36;34;40;57;164;475;313;293
02187;214;0;7;2;21;3;1;32;6;27;8;36;3;28;3;31;3;2;2;0;0;0;33;24;107;0;0;20;0;20;0;20;0;20;0;0;20;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;41;0;0;0;25;35;55;57;12;30
01163;1947;78;100;78;117;112;111;142;124;136;126;176;106;139;85;96;67;72;63;19;1;0;887;903;1748;92;37;20;0;20;1;20;1;20;35;0;21;41;7;41;0;0;9;0;0;1;0;0;0;2;1;3;0;0;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;713;918;5;23;131;67;304;287;848;109;332
01164;3353;168;207;214;242;290;261;288;265;301;269;270;209;117;70;66;55;32;14;14;1;1;1592;1604;2268;978;397;24;6;90;48;25;19;21;240;0;48;143;7;127;1;0;352;19;38;5;25;1;16;91;7;45;7;6;3;57;32;14;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;29;1383;1524;92;63;134;39;79;383;1278;838;736
